archivo,clase,url_origen,pagina_origen,licencia,autor,atribucion
cc_neutral_027.jpg,neutral,https://live.staticflickr.com/3389/3277944566_bd0b64670c_b.jpg,https://www.flickr.com/photos/36956265@N00/3277944566,by,ego technique.,"""Bust of Abraham Lincoln"" by ego technique. is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_028.jpg,neutral,https://live.staticflickr.com/3351/3596769266_59c4c529f4_b.jpg,https://www.flickr.com/photos/11461909@N06/3596769266,by,Speaker Nancy Pelosi,"""20th Anniversary of Tiananmen Square Commemoration"" by Speaker Nancy Pelosi is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_029.jpg,neutral,https://live.staticflickr.com/8803/17135167387_cb6e7aebc8_b.jpg,https://www.flickr.com/photos/113047835@N04/17135167387,by,petukhov.anton,"""Portrait of a beautiful young female in red dress standing posing"" by petukhov.anton is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_030.jpg,neutral,https://live.staticflickr.com/4056/4705118853_60f88a84e0_b.jpg,https://www.flickr.com/photos/36281822@N08/4705118853,by,US Army Africa,"""Vicenza Soldiers Liberty Ride-Normandy-France 06-2010"" by US Army Africa is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_031.jpg,neutral,https://live.staticflickr.com/6005/5956387594_7c133af7a6.jpg,https://www.flickr.com/photos/23883701@N00/5956387594,by-sa,shimonandlindemann,"""Nigel Smoking, Manitowoc, Wisconsin, 1994"" by shimonandlindemann is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_neutral_032.jpg,neutral,https://live.staticflickr.com/4076/4942243763_4749dcfa1e_b.jpg,https://www.flickr.com/photos/88611824@N00/4942243763,by,mrbill78636,"""THE ELECTRIFYING MAGIC ...."" by mrbill78636 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_033.jpg,neutral,https://live.staticflickr.com/8351/8307982715_e50ea4c9d2_b.jpg,https://www.flickr.com/photos/31687107@N07/8307982715,by,USAG-Humphreys,"""“Happy Hour” with Bernie McGrenahan - U.S. Army Garrison Humphreys, South Korea - 12 December 2012"" by USAG-Humphreys is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_034.jpg,neutral,https://live.staticflickr.com/8016/7294762576_478d608d95_b.jpg,https://www.flickr.com/photos/36224384@N08/7294762576,by,Knowles Gallery,"""Owl on a fence post"" by Knowles Gallery is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_035.jpg,neutral,https://live.staticflickr.com/65535/32866076647_18473edb4b_b.jpg,https://www.flickr.com/photos/157635012@N07/32866076647,cc0,Artem Beliaikin,"""Closeup portrait of happy woman tourist with straw hat on a mountain background. Volcano Agung, Bali island."" by Artem Beliaikin is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_neutral_036.jpg,neutral,https://live.staticflickr.com/5295/5478482341_e14828aac0_b.jpg,https://www.flickr.com/photos/42839495@N07/5478482341,by,craftivist collective,"""Newcastle craftivists hijacking valentines day"" by craftivist collective is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_037.jpg,neutral,https://live.staticflickr.com/31/57936776_201253df9e_b.jpg,https://www.flickr.com/photos/83307029@N00/57936776,by,Wetsun,"""Five7Five"" by Wetsun is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_038.jpg,neutral,https://live.staticflickr.com/7117/7472298162_3b4917a9d5_b.jpg,https://www.flickr.com/photos/28752865@N08/7472298162,by,Karen Roe,"""The Making of Harry Potter 29-05-2012"" by Karen Roe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_039.jpg,neutral,https://live.staticflickr.com/5196/7181101551_2f529d9caf_b.jpg,https://www.flickr.com/photos/28752865@N08/7181101551,by,Karen Roe,"""The Making of Harry Potter 29-05-2012"" by Karen Roe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_neutral_040.jpg,neutral,https://live.staticflickr.com/8630/15985721413_8d583e4aa6_b.jpg,https://www.flickr.com/photos/99649389@N02/15985721413,by,darkday.,"""Lagoon Silhouette"" by darkday. is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_001.jpg,zen,https://live.staticflickr.com/1102/1325752127_d16ff12eb5_b.jpg,https://www.flickr.com/photos/9350569@N08/1325752127,by-sa,ShardsOfBlue,"""Meditation..."" by ShardsOfBlue is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_zen_002.jpg,zen,https://live.staticflickr.com/65535/49775308347_d4a714bac2_b.jpg,https://www.flickr.com/photos/141436406@N04/49775308347,by,homegets.com,"""Woman in white one piece swimsuit doing yoga - Credit to https://homegets.com/"" by homegets.com is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_003.jpg,zen,https://cdn.stocksnap.io/img-thumbs/960w/ZM6UUXW2SB.jpg,https://stocksnap.io/photo/woman-yoga-ZM6UUXW2SB,cc0,Burst,"""Woman Yoga"" by Burst is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_004.jpg,zen,https://cdn.stocksnap.io/img-thumbs/960w/MM6OVJGYRU.jpg,https://stocksnap.io/photo/woman-yoga-MM6OVJGYRU,cc0,Burst,"""Woman Yoga"" by Burst is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_005.jpg,zen,https://cdn.stocksnap.io/img-thumbs/960w/USCQIUGHQW.jpg,https://stocksnap.io/photo/yoga-pose-USCQIUGHQW,cc0,Burst,"""Yoga Pose"" by Burst is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_006.jpg,zen,https://cdn.stocksnap.io/img-thumbs/960w/E6DX1UV6IT.jpg,https://stocksnap.io/photo/woman-yoga-E6DX1UV6IT,cc0,Joseph L. Etchingham,"""Woman Yoga"" by Joseph L. Etchingham is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_007.jpg,zen,https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvaXMxMjYxMS1pbWFnZS1rd3lzZmI2YS5qcGc.jpg,https://www.rawpixel.com/image/5969981/yoga-pose,cc0,,"""Yoga Pose"" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_008.jpg,zen,https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcHg1OTcxMTgtaW1hZ2Uta3d5cDY5dWsuanBn.jpg,https://www.rawpixel.com/image/5949325/free-public-domain-cc0-photo,cc0,,"This work is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_009.jpg,zen,https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L21kNjAzMi1pbWFnZS1rd3Z5ZTk3Ny5qcGc.jpg,https://www.rawpixel.com/image/5926783/photo-image-public-domain-leaf-tree,cc0,,"""Free woman doing meditation image"" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_010.jpg,zen,https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcHg2MzYxNjMtaW1hZ2Uta3d5b3lxbzcuanBn.jpg,https://www.rawpixel.com/image/5947877/free-public-domain-cc0-photo,cc0,,"This work is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_011.jpg,zen,https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTEwL21ldDQyNzI1LWltYWdlLmpwZw.jpg,https://www.rawpixel.com/image/9183954/bodhisattva-avalokiteshvara-guanyin,cc0,themet,"""Bodhisattva Avalokiteshvara (Guanyin)"" by themet is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_012.jpg,zen,https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcHg2MzY0MjktaW1hZ2Uta3d5cDEyODguanBn.jpg,https://www.rawpixel.com/image/5948382/free-public-domain-cc0-photo,cc0,,"This work is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_013.jpg,zen,https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvYnMxMDU1LWltYWdlLWt3dnltdnRjLmpwZw.jpg,https://www.rawpixel.com/image/5928329/photo-image-public-domain-person-yoga,cc0,,"""Free woman doing yoga pose"" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_zen_014.jpg,zen,https://live.staticflickr.com/7441/9707562838_a3bcbcbf39_b.jpg,https://www.flickr.com/photos/32418484@N02/9707562838,by,daverose259,"""Yoga"" by daverose259 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_015.jpg,zen,https://live.staticflickr.com/3437/3893491292_4fd5c3d088_b.jpg,https://www.flickr.com/photos/57716646@N00/3893491292,by,septembermess,"""118/365 - meditate"" by septembermess is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_016.jpg,zen,https://live.staticflickr.com/4040/4454223094_c5ecdf4bae_b.jpg,https://www.flickr.com/photos/44803168@N07/4454223094,by,Denise M GTS,"""Denise M GTS mini toys"" by Denise M GTS is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_017.jpg,zen,https://live.staticflickr.com/2894/11184486205_a16de1684f_b.jpg,https://www.flickr.com/photos/67046400@N08/11184486205,by,Jesus Del Toro,"""Bridal Boudoir"" by Jesus Del Toro is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_018.jpg,zen,https://live.staticflickr.com/5037/14021139837_577f47bfc4_b.jpg,https://www.flickr.com/photos/49271919@N07/14021139837,by,Bryan Doane Photography,"""#portrait #portraits #portraitphotography #model #israel #israeli #jewish #beautiful #sexy #canon #t3i #600D"" by Bryan Doane Photography is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_019.jpg,zen,https://live.staticflickr.com/8021/7510074608_2c198529a4_b.jpg,https://www.flickr.com/photos/53579370@N07/7510074608,by,Mac Vincente | ® ©,"""My Little Girl ...."" by Mac Vincente | ® © is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_020.jpg,zen,https://live.staticflickr.com/65535/49504589953_f2930f2d40_b.jpg,https://www.flickr.com/photos/26344495@N05/49504589953,by,Ivan Radic,"""Close-up of a woman's hand while stretching on the floor"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_021.jpg,zen,https://live.staticflickr.com/65535/49496172408_2781fbcb45_b.jpg,https://www.flickr.com/photos/26344495@N05/49496172408,by,Ivan Radic,"""Young woman holding her arms behind her back and stretching"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_022.jpg,zen,https://live.staticflickr.com/65535/49496889992_ac63dca844_b.jpg,https://www.flickr.com/photos/26344495@N05/49496889992,by,Ivan Radic,"""A girl stretching her body after a workout"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_023.jpg,zen,https://live.staticflickr.com/65535/49488912537_dcc539e845_b.jpg,https://www.flickr.com/photos/26344495@N05/49488912537,by,Ivan Radic,"""A girl meditating on her bed. Morning routine"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_024.jpg,zen,https://live.staticflickr.com/65535/49488914752_84a56efe0b_b.jpg,https://www.flickr.com/photos/26344495@N05/49488914752,by,Ivan Radic,"""An attractive and fit young woman doing yoga early in the morning at home"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_025.jpg,zen,https://live.staticflickr.com/65535/49504590568_b99804b888_b.jpg,https://www.flickr.com/photos/26344495@N05/49504590568,by,Ivan Radic,"""A woman holding a small dumb bell during a workout"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_026.jpg,zen,https://live.staticflickr.com/65535/49496173733_75f32ac9f5_b.jpg,https://www.flickr.com/photos/26344495@N05/49496173733,by,Ivan Radic,"""A young woman exercising with a dumbbell"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_027.jpg,zen,https://live.staticflickr.com/65535/49505318537_c997feac66_b.jpg,https://www.flickr.com/photos/26344495@N05/49505318537,by,Ivan Radic,"""A woman sitting on her bed with dumbells in the background. Thinking of doing exercises"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_028.jpg,zen,https://live.staticflickr.com/65535/49496672436_1c035fc58b_b.jpg,https://www.flickr.com/photos/26344495@N05/49496672436,by,Ivan Radic,"""Junge Frau macht Dehnübungen"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_029.jpg,zen,https://live.staticflickr.com/3048/2672349081_5e89b1de0e_b.jpg,https://www.flickr.com/photos/45879387@N00/2672349081,by,jorgemejia,"""Sara_1445"" by jorgemejia is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_030.jpg,zen,https://live.staticflickr.com/6066/6101972276_211ccbccc4_b.jpg,https://www.flickr.com/photos/22156064@N04/6101972276,by,Andre Santos.foto,"""Yoga Class"" by Andre Santos.foto is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_031.jpg,zen,https://live.staticflickr.com/7351/11800324596_9b8cc0bb2f.jpg,https://www.flickr.com/photos/49795400@N08/11800324596,by,FashionbyHe,"""Red bottom business cc @Katy farmerz"" by FashionbyHe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_032.jpg,zen,https://live.staticflickr.com/8506/8600186521_7d5df2ee5b_b.jpg,https://www.flickr.com/photos/79653482@N00/8600186521,by,bortescristian,"""Cosmin & Sasha"" by bortescristian is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_033.jpg,zen,https://live.staticflickr.com/8242/8600184507_86a7b5fb14_b.jpg,https://www.flickr.com/photos/79653482@N00/8600184507,by,bortescristian,"""Cosmin & Sasha"" by bortescristian is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_034.jpg,zen,https://live.staticflickr.com/7566/15251707514_01637e419d_b.jpg,https://www.flickr.com/photos/60210556@N03/15251707514,by,Lakpura LLC,"""Meditation Sri Lanka"" by Lakpura LLC is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_035.jpg,zen,https://live.staticflickr.com/6201/6053982345_05aca6c127_b.jpg,https://www.flickr.com/photos/48784050@N04/6053982345,by-sa,inao ~,"""Karma Yoga Day"" by inao ~ is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_zen_036.jpg,zen,https://live.staticflickr.com/4060/5163320221_3043ac4146_b.jpg,https://www.flickr.com/photos/55752475@N06/5163320221,by,spasozen,"""Hatha Yoga"" by spasozen is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_037.jpg,zen,https://live.staticflickr.com/5641/20122285544_91a0044b36_b.jpg,https://www.flickr.com/photos/44124363951@N01/20122285544,by,marissa,"""Minifig meditation. #lego #yoga #byandreas"" by marissa is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_038.jpg,zen,https://live.staticflickr.com/7287/8738963442_94bd299071.jpg,https://www.flickr.com/photos/8476031@N02/8738963442,by,Krzysztof Duda,"""Batumi #batumi #georgia #boulevard #summer"" by Krzysztof Duda is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_039.jpg,zen,https://live.staticflickr.com/3224/2286546907_abc8ac8d1d_b.jpg,https://www.flickr.com/photos/22148389@N00/2286546907,by,Jen SFO-BCN,"This work by Jen SFO-BCN is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_zen_040.jpg,zen,https://live.staticflickr.com/1099/4610434833_451d31330e_b.jpg,https://www.flickr.com/photos/43863761@N05/4610434833,by,Mrityunjaya Yoga Studio,"""Dhanurasana - Bow Pose"" by Mrityunjaya Yoga Studio is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_001.jpg,pensando,https://live.staticflickr.com/3759/9965421154_22c39cb907_b.jpg,https://www.flickr.com/photos/103414654@N05/9965421154,by,Yuri Samoilov Photo,"""Portrait of a Man"" by Yuri Samoilov Photo is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_002.jpg,pensando,https://live.staticflickr.com/2835/9965420034_1b7450e257_b.jpg,https://www.flickr.com/photos/103414654@N05/9965420034,by,Yuri Samoilov Photo,"""Portrait of a Man"" by Yuri Samoilov Photo is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_003.jpg,pensando,https://live.staticflickr.com/3596/3524425355_7e64a99ea3.jpg,https://www.flickr.com/photos/34867596@N07/3524425355,by,Brida Anderson,"""The Editor is in"" by Brida Anderson is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_004.jpg,pensando,https://live.staticflickr.com/3796/19706401208_e7f234480f_b.jpg,https://www.flickr.com/photos/39678297@N04/19706401208,by,fernando butcher,"""kelsey,,,,,,caught in thought"" by fernando butcher is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_005.jpg,pensando,https://live.staticflickr.com/6155/6213988038_915ae3fd6b_b.jpg,https://www.flickr.com/photos/38906938@N06/6213988038,by,jase™,"""between two worlds"" by jase™ is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_006.jpg,pensando,https://live.staticflickr.com/5002/5322099595_54b547857b_b.jpg,https://www.flickr.com/photos/45916771@N03/5322099595,by,Ashley Campbell Photography,"""Dennis (+3 in comments)"" by Ashley Campbell Photography is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_007.jpg,pensando,https://live.staticflickr.com/185/429049366_0b3d5bae2c_b.jpg,https://www.flickr.com/photos/83195059@N00/429049366,by-sa,Graham Crumb,"""Pensive Boy"" by Graham Crumb is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_pensando_008.jpg,pensando,https://live.staticflickr.com/3931/18852140183_e597d04be7_b.jpg,https://www.flickr.com/photos/87634890@N02/18852140183,by,The Pumpkin Theory,"""Grandpa"" by The Pumpkin Theory is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_009.jpg,pensando,https://live.staticflickr.com/5300/5400689171_6afaaa9444_b.jpg,https://www.flickr.com/photos/58915358@N06/5400689171,by,Ask A Forensic Artist,"""1940 mugshot"" by Ask A Forensic Artist is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_010.jpg,pensando,https://live.staticflickr.com/1155/4726896338_b5c28b637e_b.jpg,https://www.flickr.com/photos/28156071@N00/4726896338,by,donjd2,"""First visit to Dog Park"" by donjd2 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_011.jpg,pensando,https://live.staticflickr.com/8643/16632288385_7f8baeb86e_b.jpg,https://www.flickr.com/photos/39796699@N02/16632288385,by,The Co-op Group,"""The Co-operative Group appoints first Independent Non-Executive Chair"" by The Co-op Group is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_012.jpg,pensando,https://live.staticflickr.com/2459/3872278665_48e714bd8f_b.jpg,https://www.flickr.com/photos/28581290@N08/3872278665,by-sa,romana klee,"""baby earguy"" by romana klee is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_pensando_013.jpg,pensando,https://live.staticflickr.com/2469/3544989539_22d3652b14_b.jpg,https://www.flickr.com/photos/70387215@N00/3544989539,by,paurian,"""dir ty"" by paurian is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_014.jpg,pensando,https://live.staticflickr.com/1017/1433793058_ae72e4b4e2_b.jpg,https://www.flickr.com/photos/48439369@N00/1433793058,by,Tim Pierce,"""pensive clown"" by Tim Pierce is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_015.jpg,pensando,https://live.staticflickr.com/2937/13934181859_4b0d00e303_b.jpg,https://www.flickr.com/photos/55497864@N00/13934181859,by,Brett Jordan,"""Brett, 05-05-14"" by Brett Jordan is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_016.jpg,pensando,https://live.staticflickr.com/52/149858899_9a1ba31d75_b.jpg,https://www.flickr.com/photos/65962456@N00/149858899,by,Victory & Reseda,"""Randy Pensive 2"" by Victory & Reseda is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_017.jpg,pensando,https://live.staticflickr.com/3531/3801526260_1b790ce441_b.jpg,https://www.flickr.com/photos/22946940@N07/3801526260,by,Enkhtuvshin's 5DmkII,"""lost in life or lost myself in life?"" by Enkhtuvshin's 5DmkII is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_018.jpg,pensando,https://live.staticflickr.com/3772/11424666856_9a2440f015.jpg,https://www.flickr.com/photos/53354390@N02/11424666856,by,TrePigmenti,"""XIR142130"" by TrePigmenti is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_019.jpg,pensando,https://live.staticflickr.com/113/271626723_d0b17b2f47_b.jpg,https://www.flickr.com/photos/49147885@N00/271626723,by,squidish,"""Pensive"" by squidish is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_020.jpg,pensando,https://live.staticflickr.com/5591/14745848398_7decfc3bf5.jpg,https://www.flickr.com/photos/126011099@N05/14745848398,by,tati01691,"""markstweart"" by tati01691 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_021.jpg,pensando,https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDI0LTAyL2xyL2dldHR5MTAzcmI2LWltYWdlLmpwZw.jpg,https://www.rawpixel.com/image/14264310/saint-bartholomew-rembrandt-harmensz-van-rijn,cc0,thegetty,"""Saint Bartholomew Rembrandt Harmensz van"" by thegetty is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_pensando_022.jpg,pensando,https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDI0LTAyL2xyL2dldHR5MTA0ZmhyLWltYWdlLmpwZw.jpg,https://www.rawpixel.com/image/14274672/portrait-pensive-looking-woman,cc0,thegetty,"""Portrait of a Pensive-looking Woman"" by thegetty is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_pensando_023.jpg,pensando,https://live.staticflickr.com/3137/3078532943_38c25310b3_b.jpg,https://www.flickr.com/photos/90791262@N00/3078532943,by-sa,Michael Cornelius,"""Thoughtful Man"" by Michael Cornelius is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_pensando_024.jpg,pensando,https://live.staticflickr.com/7377/11448470706_44f4bfbcf8_b.jpg,https://www.flickr.com/photos/48989291@N04/11448470706,by,Viktorija Rozman,"""Thoughtful man"" by Viktorija Rozman is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_025.jpg,pensando,https://live.staticflickr.com/7441/11448342844_2c8ca2c936_b.jpg,https://www.flickr.com/photos/48989291@N04/11448342844,by,Viktorija Rozman,"""Thoughtful man"" by Viktorija Rozman is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_026.jpg,pensando,https://live.staticflickr.com/3699/11448303715_4f5b892659_b.jpg,https://www.flickr.com/photos/48989291@N04/11448303715,by,Viktorija Rozman,"""Thoughtful man"" by Viktorija Rozman is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_027.jpg,pensando,https://live.staticflickr.com/7447/11448559156_347ca21854_b.jpg,https://www.flickr.com/photos/48989291@N04/11448559156,by,Viktorija Rozman,"""Thoughtful man"" by Viktorija Rozman is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_028.jpg,pensando,https://live.staticflickr.com/2853/11448450913_28b350cc9f_b.jpg,https://www.flickr.com/photos/48989291@N04/11448450913,by,Viktorija Rozman,"""Thoughtful man"" by Viktorija Rozman is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_029.jpg,pensando,https://live.staticflickr.com/3679/11448441205_2c3783ddbe_b.jpg,https://www.flickr.com/photos/48989291@N04/11448441205,by,Viktorija Rozman,"""Thoughtful man"" by Viktorija Rozman is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_pensando_030.jpg,pensando,https://live.staticflickr.com/7438/11448433976_9c9004bbfc_b.jpg,https://www.flickr.com/photos/48989291@N04/11448433976,by,Viktorija Rozman,"""Thoughtful man"" by Viktorija Rozman is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
